component_id,lot_id,component_type,parameter,value_0h_uA,value_24h_uA,value_96h_uA,value_168h_uA,datasheet_limit_uA,ground_truth_class
C00319,L019,Type_B,leakage_current,10.371,10.532,11.221,12.147,50.0,Healthy
C00320,L020,Type_B,leakage_current,10.657,10.761,11.263,11.31,50.0,Healthy
C00321,L021,Type_C,leakage_current,8.345,8.603,9.422,10.22,50.0,Healthy
C00322,L022,Type_A,leakage_current,9.219,9.509,10.091,10.581,50.0,Healthy
C00323,L023,Type_A,leakage_current,9.539,11.887,31.168,48.087,50.0,Latent_Defect
C00324,L024,Type_B,leakage_current,11.039,13.04,33.798,39.836,50.0,Latent_Defect
C00325,L025,Type_A,leakage_current,10.666,10.775,11.505,12.006,50.0,Healthy
C00326,L026,Type_A,leakage_current,10.729,10.878,11.286,11.65,50.0,Healthy
C00327,L027,Type_A,leakage_current,10.282,10.417,10.981,11.431,50.0,Healthy
C00328,L028,Type_A,leakage_current,9.012,14.036,29.656,45.553,50.0,Obvious_Failure
C00329,L029,Type_A,leakage_current,9.531,9.704,10.407,11.051,50.0,Healthy
C00330,L030,Type_A,leakage_current,9.82,9.826,10.349,10.604,50.0,Healthy
C00331,L031,Type_B,leakage_current,10.731,10.81,11.551,12.094,50.0,Healthy
C00332,L032,Type_B,leakage_current,11.019,18.483,41.444,64.202,50.0,Obvious_Failure
C00333,L033,Type_A,leakage_current,10.039,10.236,11.271,12.341,50.0,Healthy
C00334,L034,Type_A,leakage_current,9.916,10.17,10.803,11.986,50.0,Healthy
C00335,L035,Type_A,leakage_current,8.831,9.105,10.035,10.485,50.0,Healthy
C00336,L036,Type_B,leakage_current,10.097,10.227,10.651,10.819,50.0,Healthy
C00337,L037,Type_B,leakage_current,11.806,11.824,12.407,12.634,50.0,Healthy
C00338,L038,Type_A,leakage_current,10.108,10.339,10.868,11.597,50.0,Healthy
C00339,L039,Type_A,leakage_current,9.672,12.668,31.397,50.287,50.0,Rapid_Drift
C00340,L040,Type_B,leakage_current,10.893,13.156,27.7,41.36,50.0,Latent_Defect
C00341,L041,Type_B,leakage_current,10.378,10.707,11.512,12.391,50.0,Healthy
C00342,L042,Type_C,leakage_current,9.591,9.511,10.222,10.912,50.0,Healthy
C00343,L043,Type_A,leakage_current,10.042,10.251,10.807,11.448,50.0,Healthy
C00344,L044,Type_B,leakage_current,10.374,10.349,10.984,11.758,50.0,Healthy
C00345,L045,Type_C,leakage_current,9.594,9.703,10.334,10.735,50.0,Healthy
C00346,L046,Type_A,leakage_current,8.841,8.917,9.404,10.134,50.0,Healthy
C00347,L047,Type_A,leakage_current,8.82,9.064,9.592,9.654,50.0,Healthy
C00348,L048,Type_C,leakage_current,9.19,9.414,9.919,10.581,50.0,Healthy
C00349,L049,Type_A,leakage_current,10.159,10.416,10.852,11.799,50.0,Healthy
C00350,L050,Type_A,leakage_current,10.08,10.294,11.087,11.361,50.0,Healthy
C00351,L051,Type_A,leakage_current,9.323,9.498,9.892,10.391,50.0,Healthy
C00352,L052,Type_C,leakage_current,9.778,12.648,29.887,47.493,50.0,Rapid_Drift
C00353,L053,Type_A,leakage_current,9.498,9.719,9.869,10.085,50.0,Healthy
C00354,L054,Type_A,leakage_current,10.445,13.141,35.981,58.577,50.0,Rapid_Drift
C00355,L055,Type_A,leakage_current,10.937,11.008,11.864,12.45,50.0,Healthy
C00356,L056,Type_A,leakage_current,9.632,9.789,10.494,10.998,50.0,Healthy
C00357,L057,Type_B,leakage_current,11.326,11.437,12.431,13.658,50.0,Healthy
C00358,L058,Type_C,leakage_current,8.674,8.946,9.231,9.442,50.0,Healthy
C00359,L059,Type_C,leakage_current,10.161,10.31,11.003,11.549,50.0,Healthy
C00360,L060,Type_A,leakage_current,10.154,10.216,10.909,11.72,50.0,Healthy
C00361,L061,Type_A,leakage_current,9.584,9.571,10.091,10.535,50.0,Healthy
C00362,L062,Type_A,leakage_current,11.018,11.27,11.828,12.487,50.0,Healthy
C00363,L063,Type_B,leakage_current,10.94,11.164,11.54,12.627,50.0,Healthy
C00364,L064,Type_A,leakage_current,11.288,11.719,12.444,12.887,50.0,Healthy
C00365,L065,Type_A,leakage_current,10.351,10.449,11.106,11.282,50.0,Healthy
C00366,L066,Type_B,leakage_current,10.942,10.924,11.319,11.848,50.0,Healthy
C00367,L067,Type_A,leakage_current,10.433,10.706,11.459,12.123,50.0,Healthy
C00368,L068,Type_A,leakage_current,10.174,10.286,10.602,10.972,50.0,Healthy
C00369,L069,Type_C,leakage_current,10.461,12.011,24.407,36.674,50.0,Latent_Defect
C00370,L070,Type_A,leakage_current,10.978,11.423,11.88,12.526,50.0,Healthy
C00371,L071,Type_C,leakage_current,9.889,10.159,10.79,11.588,50.0,Healthy
C00372,L072,Type_C,leakage_current,9.116,9.308,9.958,10.536,50.0,Healthy
C00373,L073,Type_B,leakage_current,10.71,10.857,11.275,11.817,50.0,Healthy
C00374,L074,Type_B,leakage_current,11.295,11.368,12.064,12.663,50.0,Healthy
C00375,L075,Type_C,leakage_current,9.653,10.036,10.609,11.132,50.0,Healthy
C00376,L076,Type_B,leakage_current,10.473,12.017,29.843,38.222,50.0,Latent_Defect
C00377,L077,Type_B,leakage_current,10.881,11.052,11.28,11.685,50.0,Healthy
C00378,L078,Type_C,leakage_current,10.248,17.818,40.346,62.788,50.0,Obvious_Failure
C00379,L079,Type_A,leakage_current,8.71,9.062,9.8,10.642,50.0,Healthy
C00380,L080,Type_B,leakage_current,11.608,11.6,11.863,12.488,50.0,Healthy
C00381,L081,Type_A,leakage_current,10.189,10.245,10.914,11.41,50.0,Healthy
C00382,L082,Type_A,leakage_current,9.442,9.713,10.222,10.765,50.0,Healthy
C00383,L083,Type_B,leakage_current,11.217,11.331,12.05,12.576,50.0,Healthy
C00384,L084,Type_A,leakage_current,9.114,9.458,9.969,10.877,50.0,Healthy
C00385,L085,Type_A,leakage_current,9.564,9.533,10.04,10.557,50.0,Healthy
C00386,L086,Type_C,leakage_current,9.715,9.817,10.201,10.671,50.0,Healthy
C00387,L087,Type_B,leakage_current,10.62,13.726,31.991,49.69,50.0,Rapid_Drift
C00388,L088,Type_A,leakage_current,9.761,11.623,29.641,42.63,50.0,Latent_Defect
C00389,L089,Type_A,leakage_current,11.336,11.507,12.442,13.049,50.0,Healthy
C00390,L090,Type_A,leakage_current,10.889,11.089,11.825,12.656,50.0,Healthy
C00391,L091,Type_A,leakage_current,11.155,11.625,12.27,13.359,50.0,Healthy
C00392,L092,Type_A,leakage_current,10.197,10.047,10.658,10.95,50.0,Healthy
C00393,L093,Type_A,leakage_current,8.956,11.179,28.761,39.361,50.0,Latent_Defect
C00394,L094,Type_B,leakage_current,10.081,10.277,10.902,11.292,50.0,Healthy
C00395,L095,Type_C,leakage_current,8.95,9.072,9.791,10.411,50.0,Healthy
C00396,L096,Type_A,leakage_current,9.844,10.032,10.558,10.941,50.0,Healthy
C00397,L097,Type_A,leakage_current,9.892,10.17,10.522,10.888,50.0,Healthy
C00398,L098,Type_A,leakage_current,10.109,10.522,11.261,11.774,50.0,Healthy
C00399,L099,Type_C,leakage_current,9.841,9.854,10.258,10.349,50.0,Healthy
C00400,L100,Type_C,leakage_current,9.16,12.9,37.267,61.663,50.0,Rapid_Drift
C00401,L001,Type_A,leakage_current,8.69,8.835,9.117,9.523,50.0,Healthy
C00402,L002,Type_A,leakage_current,10.046,10.183,10.114,10.424,50.0,Healthy
C00403,L003,Type_A,leakage_current,10.925,11.279,12.135,13.036,50.0,Healthy
C00404,L004,Type_A,leakage_current,9.776,11.329,28.783,39.437,50.0,Latent_Defect
C00405,L005,Type_B,leakage_current,10.644,10.885,11.47,12.01,50.0,Healthy
C00406,L006,Type_B,leakage_current,10.659,10.909,11.389,11.985,50.0,Healthy
C00407,L007,Type_A,leakage_current,9.343,12.532,38.699,64.608,50.0,Rapid_Drift
C00408,L008,Type_A,leakage_current,10.909,11.112,11.985,12.99,50.0,Healthy
C00409,L009,Type_B,leakage_current,11.669,11.777,12.399,12.955,50.0,Healthy
C00410,L010,Type_A,leakage_current,10.577,10.852,11.644,12.442,50.0,Healthy
C00411,L011,Type_A,leakage_current,11.165,11.299,12.113,13.12,50.0,Healthy
C00412,L012,Type_C,leakage_current,10.251,11.6,31.289,47.056,50.0,Latent_Defect
C00413,L013,Type_A,leakage_current,9.433,9.839,10.372,10.935,50.0,Healthy
C00414,L014,Type_A,leakage_current,9.109,9.681,10.496,11.343,50.0,Healthy
C00415,L015,Type_B,leakage_current,10.536,13.923,39.326,64.671,50.0,Rapid_Drift
C00416,L016,Type_B,leakage_current,11.169,11.305,11.933,12.795,50.0,Healthy
C00417,L017,Type_A,leakage_current,9.848,12.575,38.151,63.694,50.0,Rapid_Drift
C00418,L018,Type_A,leakage_current,9.053,9.224,9.693,10.423,50.0,Healthy
C00419,L019,Type_A,leakage_current,9.586,9.749,10.215,10.227,50.0,Healthy
C00420,L020,Type_B,leakage_current,10.108,10.247,10.655,10.987,50.0,Healthy
C00421,L021,Type_B,leakage_current,11.434,11.712,12.65,13.498,50.0,Healthy
C00422,L022,Type_B,leakage_current,9.603,9.882,10.617,11.236,50.0,Healthy
C00423,L023,Type_A,leakage_current,11.554,11.926,13.104,13.951,50.0,Healthy
C00424,L024,Type_B,leakage_current,10.674,13.353,39.35,65.254,50.0,Rapid_Drift
C00425,L025,Type_A,leakage_current,9.641,9.541,10.204,10.864,50.0,Healthy
C00426,L026,Type_B,leakage_current,11.797,12.099,13.286,14.295,50.0,Healthy
C00427,L027,Type_C,leakage_current,10.451,10.901,11.068,11.739,50.0,Healthy
C00428,L028,Type_B,leakage_current,9.783,11.226,29.397,44.089,50.0,Latent_Defect
C00429,L029,Type_B,leakage_current,11.731,13.13,26.357,39.249,50.0,Latent_Defect
C00430,L030,Type_A,leakage_current,9.727,9.903,10.587,11.028,50.0,Healthy
C00431,L031,Type_A,leakage_current,9.574,10.009,10.562,10.997,50.0,Healthy
C00432,L032,Type_A,leakage_current,9.947,9.942,10.464,10.84,50.0,Healthy
C00433,L033,Type_B,leakage_current,10.456,10.726,11.309,12.072,50.0,Healthy
C00434,L034,Type_A,leakage_current,10.706,10.851,11.532,11.976,50.0,Healthy
C00435,L035,Type_A,leakage_current,8.552,16.31,40.275,64.222,50.0,Obvious_Failure
C00436,L036,Type_A,leakage_current,9.871,10.226,10.505,10.98,50.0,Healthy
C00437,L037,Type_B,leakage_current,11.24,13.489,31.537,39.809,50.0,Latent_Defect
C00438,L038,Type_A,leakage_current,9.439,9.422,9.833,10.038,50.0,Healthy
C00439,L039,Type_C,leakage_current,9.36,9.522,10.296,10.926,50.0,Healthy
C00440,L040,Type_A,leakage_current,10.437,10.8,11.456,12.336,50.0,Healthy
C00441,L041,Type_B,leakage_current,10.691,12.142,30.007,44.315,50.0,Latent_Defect
C00442,L042,Type_A,leakage_current,10.154,16.213,33.703,51.476,50.0,Obvious_Failure
C00443,L043,Type_B,leakage_current,10.916,11.055,11.34,11.785,50.0,Healthy
C00444,L044,Type_A,leakage_current,9.429,12.923,34.302,56.211,50.0,Rapid_Drift
C00445,L045,Type_A,leakage_current,10.215,10.395,10.788,11.26,50.0,Healthy
C00446,L046,Type_C,leakage_current,9.443,9.605,10.008,10.341,50.0,Healthy
C00447,L047,Type_B,leakage_current,11.593,11.621,12.127,12.42,50.0,Healthy
C00448,L048,Type_A,leakage_current,9.919,13.083,37.956,63.121,50.0,Rapid_Drift
C00449,L049,Type_B,leakage_current,11.217,11.439,11.925,12.799,50.0,Healthy
C00450,L050,Type_A,leakage_current,9.618,11.306,23.412,35.798,50.0,Latent_Defect
C00451,L051,Type_A,leakage_current,9.449,9.688,10.656,11.213,50.0,Healthy
C00452,L052,Type_B,leakage_current,11.97,13.49,30.267,47.434,50.0,Latent_Defect
C00453,L053,Type_A,leakage_current,9.074,9.198,9.949,10.661,50.0,Healthy
C00454,L054,Type_B,leakage_current,11.427,11.635,11.704,12.173,50.0,Healthy
C00455,L055,Type_A,leakage_current,11.319,11.282,11.477,12.201,50.0,Healthy
C00456,L056,Type_B,leakage_current,10.499,10.623,11.042,11.489,50.0,Healthy
C00457,L057,Type_A,leakage_current,9.553,9.749,10.301,10.946,50.0,Healthy
C00458,L058,Type_A,leakage_current,10.206,10.516,11.255,11.675,50.0,Healthy
C00459,L059,Type_A,leakage_current,9.442,9.371,9.778,10.528,50.0,Healthy
C00460,L060,Type_A,leakage_current,8.978,9.024,9.749,10.442,50.0,Healthy
C00461,L061,Type_B,leakage_current,10.626,10.873,11.199,11.502,50.0,Healthy
C00462,L062,Type_A,leakage_current,10.359,10.642,11.448,12.057,50.0,Healthy
C00463,L063,Type_B,leakage_current,10.789,11.15,11.849,12.878,50.0,Healthy
C00464,L064,Type_A,leakage_current,10.647,10.98,11.733,12.668,50.0,Healthy
C00465,L065,Type_B,leakage_current,11.279,11.49,12.233,12.952,50.0,Healthy
C00466,L066,Type_B,leakage_current,11.08,11.421,11.991,12.842,50.0,Healthy
C00467,L067,Type_A,leakage_current,9.86,10.118,10.442,10.859,50.0,Healthy
C00468,L068,Type_A,leakage_current,9.319,9.56,10.293,11.193,50.0,Healthy
C00469,L069,Type_C,leakage_current,8.764,8.922,9.214,9.688,50.0,Healthy
C00470,L070,Type_A,leakage_current,8.818,8.885,9.269,9.778,50.0,Healthy
C00471,L071,Type_C,leakage_current,9.157,11.786,36.048,60.138,50.0,Rapid_Drift
C00472,L072,Type_C,leakage_current,9.56,9.872,10.294,10.987,50.0,Healthy
C00473,L073,Type_A,leakage_current,10.849,10.947,11.948,12.852,50.0,Healthy
C00474,L074,Type_B,leakage_current,10.951,11.243,11.987,12.379,50.0,Healthy
C00475,L075,Type_A,leakage_current,10.217,10.467,10.775,11.469,50.0,Healthy
C00476,L076,Type_C,leakage_current,10.056,10.509,11.226,11.752,50.0,Healthy
C00477,L077,Type_A,leakage_current,9.014,18.203,45.936,72.958,50.0,Obvious_Failure
C00478,L078,Type_B,leakage_current,10.849,11.237,11.836,12.497,50.0,Healthy
C00479,L079,Type_A,leakage_current,10.072,10.311,10.743,10.825,50.0,Healthy
C00480,L080,Type_C,leakage_current,9.157,9.186,9.133,9.718,50.0,Healthy
C00481,L081,Type_B,leakage_current,10.52,10.536,11.123,11.674,50.0,Healthy
C00482,L082,Type_A,leakage_current,10.422,10.509,10.881,11.57,50.0,Healthy
C00483,L083,Type_B,leakage_current,11.561,15.292,39.664,65.001,50.0,Rapid_Drift
C00484,L084,Type_A,leakage_current,9.309,11.709,27.984,38.392,50.0,Latent_Defect
C00485,L085,Type_A,leakage_current,12.009,14.332,34.035,39.331,50.0,Latent_Defect
C00486,L086,Type_B,leakage_current,10.686,10.886,11.282,11.75,50.0,Healthy
C00487,L087,Type_A,leakage_current,10.84,12.787,31.645,43.477,50.0,Latent_Defect
C00488,L088,Type_A,leakage_current,9.888,10.218,10.784,11.265,50.0,Healthy
C00489,L089,Type_A,leakage_current,9.286,9.538,9.981,9.985,50.0,Healthy
C00490,L090,Type_C,leakage_current,10.393,10.635,11.381,12.184,50.0,Healthy
C00491,L091,Type_A,leakage_current,9.68,11.749,31.33,46.854,50.0,Latent_Defect
C00492,L092,Type_A,leakage_current,10.308,10.563,11.041,11.848,50.0,Healthy
C00493,L093,Type_A,leakage_current,11.008,11.442,11.926,12.603,50.0,Healthy
C00494,L094,Type_C,leakage_current,10.395,10.651,11.052,11.567,50.0,Healthy
C00495,L095,Type_A,leakage_current,10.599,10.995,11.542,11.736,50.0,Healthy
C00496,L096,Type_B,leakage_current,10.653,13.15,26.015,39.12,50.0,Latent_Defect
C00497,L097,Type_A,leakage_current,10.117,11.966,26.775,41.458,50.0,Latent_Defect
C00498,L098,Type_A,leakage_current,10.384,10.382,10.589,10.897,50.0,Healthy
C00499,L099,Type_B,leakage_current,11.133,11.474,12.469,13.3,50.0,Healthy
C00500,L100,Type_A,leakage_current,10.367,10.66,11.253,11.96,50.0,Healthy
C00501,L001,Type_B,leakage_current,10.162,10.339,10.619,11.504,50.0,Healthy
C00502,L002,Type_A,leakage_current,10.444,10.57,11.405,12.11,50.0,Healthy
C00503,L003,Type_A,leakage_current,10.131,10.161,10.443,10.868,50.0,Healthy
C00504,L004,Type_A,leakage_current,9.648,9.871,10.327,11.012,50.0,Healthy
C00505,L005,Type_B,leakage_current,9.889,10.198,10.599,11.319,50.0,Healthy
C00506,L006,Type_A,leakage_current,9.536,11.574,28.523,40.02,50.0,Latent_Defect
C00507,L007,Type_A,leakage_current,10.31,10.141,10.876,11.545,50.0,Healthy
C00508,L008,Type_A,leakage_current,10.237,10.26,11.113,11.871,50.0,Healthy
C00509,L009,Type_A,leakage_current,10.923,14.217,32.708,51.11,50.0,Rapid_Drift
C00510,L010,Type_B,leakage_current,10.921,10.911,11.407,11.659,50.0,Healthy
C00511,L011,Type_B,leakage_current,11.47,11.602,12.043,12.479,50.0,Healthy
C00512,L012,Type_C,leakage_current,9.761,10.178,10.584,11.137,50.0,Healthy
C00513,L013,Type_A,leakage_current,10.844,11.023,11.332,11.622,50.0,Healthy
C00514,L014,Type_A,leakage_current,10.082,13.653,35.872,58.335,50.0,Rapid_Drift
C00515,L015,Type_A,leakage_current,10.358,10.637,11.623,12.856,50.0,Healthy
C00516,L016,Type_A,leakage_current,9.762,9.882,10.821,11.691,50.0,Healthy
C00517,L017,Type_C,leakage_current,8.947,10.47,28.798,43.157,50.0,Latent_Defect
C00518,L018,Type_B,leakage_current,11.058,11.374,11.824,12.261,50.0,Healthy
C00519,L019,Type_A,leakage_current,10.194,10.229,10.361,10.392,50.0,Healthy
C00520,L020,Type_B,leakage_current,10.114,10.317,10.854,11.096,50.0,Healthy
C00521,L021,Type_A,leakage_current,9.87,9.877,10.417,11.179,50.0,Healthy
C00522,L022,Type_A,leakage_current,9.424,11.192,29.629,41.247,50.0,Latent_Defect
C00523,L023,Type_B,leakage_current,10.663,10.683,11.138,11.746,50.0,Healthy
C00524,L024,Type_A,leakage_current,10.084,10.299,10.981,11.503,50.0,Healthy
C00525,L025,Type_A,leakage_current,9.068,9.073,9.512,9.652,50.0,Healthy
C00526,L026,Type_A,leakage_current,9.544,9.798,10.407,11.347,50.0,Healthy
C00527,L027,Type_C,leakage_current,9.712,12.14,40.828,69.328,50.0,Rapid_Drift
C00528,L028,Type_A,leakage_current,9.077,12.006,37.106,61.956,50.0,Rapid_Drift
C00529,L029,Type_A,leakage_current,9.832,10.077,10.672,11.42,50.0,Healthy
C00530,L030,Type_B,leakage_current,9.871,13.68,39.391,64.947,50.0,Rapid_Drift
C00531,L031,Type_A,leakage_current,9.388,9.398,10.184,11.328,50.0,Healthy
C00532,L032,Type_B,leakage_current,10.272,12.449,28.552,42.744,50.0,Latent_Defect
C00533,L033,Type_A,leakage_current,9.448,9.7,10.157,10.937,50.0,Healthy
C00534,L034,Type_A,leakage_current,9.515,9.708,10.421,10.873,50.0,Healthy
C00535,L035,Type_B,leakage_current,10.444,10.952,11.436,12.084,50.0,Healthy
C00536,L036,Type_A,leakage_current,10.457,12.751,32.474,41.306,50.0,Latent_Defect
C00537,L037,Type_A,leakage_current,9.737,11.903,25.04,37.862,50.0,Latent_Defect
C00538,L038,Type_A,leakage_current,10.428,10.559,11.014,11.607,50.0,Healthy
C00539,L039,Type_C,leakage_current,9.906,10.153,10.859,11.751,50.0,Healthy
C00540,L040,Type_A,leakage_current,9.934,17.217,39.546,62.291,50.0,Obvious_Failure
C00541,L041,Type_A,leakage_current,9.785,9.987,10.472,11.188,50.0,Healthy
C00542,L042,Type_B,leakage_current,10.92,11.171,11.667,12.279,50.0,Healthy
C00543,L043,Type_A,leakage_current,10.063,10.406,10.995,11.659,50.0,Healthy
C00544,L044,Type_A,leakage_current,11.203,11.325,12.353,12.999,50.0,Healthy
C00545,L045,Type_A,leakage_current,9.564,9.697,10.491,11.082,50.0,Healthy
C00546,L046,Type_B,leakage_current,11.04,13.269,31.242,48.983,50.0,Rapid_Drift
C00547,L047,Type_C,leakage_current,9.516,9.797,10.291,10.942,50.0,Healthy
C00548,L048,Type_A,leakage_current,10.055,10.329,10.761,11.157,50.0,Healthy
C00549,L049,Type_B,leakage_current,11.329,11.644,12.012,12.867,50.0,Healthy
C00550,L050,Type_C,leakage_current,9.882,10.154,10.951,11.696,50.0,Healthy
C00551,L051,Type_B,leakage_current,10.293,10.566,10.75,11.241,50.0,Healthy
C00552,L052,Type_A,leakage_current,10.683,10.906,11.456,11.854,50.0,Healthy
C00553,L053,Type_A,leakage_current,9.159,9.223,9.236,9.184,50.0,Healthy
C00554,L054,Type_B,leakage_current,10.498,16.639,34.382,52.339,50.0,Obvious_Failure
C00555,L055,Type_A,leakage_current,9.381,9.698,10.086,10.412,50.0,Healthy
C00556,L056,Type_A,leakage_current,10.362,10.866,11.917,12.752,50.0,Healthy
C00557,L057,Type_B,leakage_current,11.02,11.539,12.36,13.093,50.0,Healthy
C00558,L058,Type_A,leakage_current,8.495,10.179,30.296,42.558,50.0,Latent_Defect
C00559,L059,Type_A,leakage_current,10.252,10.623,11.227,12.27,50.0,Healthy
C00560,L060,Type_A,leakage_current,10.846,14.582,35.45,56.328,50.0,Rapid_Drift
C00561,L061,Type_B,leakage_current,10.293,10.611,11.451,12.285,50.0,Healthy
C00562,L062,Type_B,leakage_current,11.127,11.562,12.432,12.871,50.0,Healthy
C00563,L063,Type_B,leakage_current,10.192,10.288,10.889,11.488,50.0,Healthy
C00564,L064,Type_C,leakage_current,10.097,11.734,28.518,45.381,50.0,Latent_Defect
C00565,L065,Type_A,leakage_current,10.616,16.956,35.155,53.861,50.0,Obvious_Failure
C00566,L066,Type_A,leakage_current,10.194,13.246,38.664,63.66,50.0,Rapid_Drift
C00567,L067,Type_B,leakage_current,10.93,11.233,11.923,12.666,50.0,Healthy
C00568,L068,Type_B,leakage_current,10.856,11.131,11.567,12.114,50.0,Healthy
C00569,L069,Type_B,leakage_current,11.28,11.54,12.015,12.621,50.0,Healthy
C00570,L070,Type_B,leakage_current,10.325,13.547,33.066,52.427,50.0,Rapid_Drift
C00571,L071,Type_B,leakage_current,11.078,13.418,27.19,40.685,50.0,Latent_Defect
C00572,L072,Type_B,leakage_current,10.482,12.163,32.57,43.299,50.0,Latent_Defect
C00573,L073,Type_B,leakage_current,11.176,11.439,11.973,12.427,50.0,Healthy
C00574,L074,Type_B,leakage_current,10.782,10.813,11.262,11.983,50.0,Healthy
C00575,L075,Type_B,leakage_current,11.492,11.668,12.536,13.225,50.0,Healthy
C00576,L076,Type_B,leakage_current,10.428,10.771,11.377,12.033,50.0,Healthy
C00577,L077,Type_C,leakage_current,9.123,9.297,9.885,10.501,50.0,Healthy
C00578,L078,Type_B,leakage_current,10.236,10.486,11.497,12.278,50.0,Healthy
C00579,L079,Type_A,leakage_current,10.333,10.673,11.032,11.644,50.0,Healthy
C00580,L080,Type_C,leakage_current,9.541,9.701,10.045,10.69,50.0,Healthy
C00581,L081,Type_A,leakage_current,10.604,12.907,38.113,63.313,50.0,Rapid_Drift
C00582,L082,Type_A,leakage_current,10.51,10.581,10.965,11.571,50.0,Healthy
C00583,L083,Type_A,leakage_current,10.263,10.459,11.269,12.068,50.0,Healthy
C00584,L084,Type_B,leakage_current,10.845,11.152,11.85,12.53,50.0,Healthy
C00585,L085,Type_A,leakage_current,10.042,10.268,11.073,11.494,50.0,Healthy
C00586,L086,Type_A,leakage_current,10.809,11.103,11.548,12.148,50.0,Healthy
C00587,L087,Type_A,leakage_current,10.399,10.683,11.11,11.763,50.0,Healthy
C00588,L088,Type_A,leakage_current,9.483,13.098,36.808,60.782,50.0,Rapid_Drift
C00589,L089,Type_A,leakage_current,9.37,9.651,10.165,10.669,50.0,Healthy
C00590,L090,Type_A,leakage_current,10.883,11.397,12.044,13.197,50.0,Healthy
C00591,L091,Type_B,leakage_current,10.947,10.973,11.084,11.463,50.0,Healthy
C00592,L092,Type_B,leakage_current,11.107,12.939,26.63,40.41,50.0,Latent_Defect
C00593,L093,Type_A,leakage_current,9.672,11.475,25.73,39.703,50.0,Latent_Defect
